1	1025.550316	909.433436	1079.86674	958.0697032	942.0739465	0.596572802	0.590135592	0.6597842031	0.7533124868	0.7252402652	5	8	1	1	1	3	7	topic5log.csv	equinox
1	1024.013288	918.1289874	1079.86674	958.0697032	942.0739465	0.564676524	0.601759153	0.6597842031	0.7533124868	0.7252402652	10	13	1	1	1	10	9	topic10log.csv	equinox
1	958.8676175	882.6575542	1079.86674	958.0697032	942.0739465	0.61387139	0.603085948	0.6597842031	0.7533124868	0.7252402652	14	17	1	1	1	14	13	topic15log.csv	equinox
1	932.3195247	866.5996503	1079.86674	958.0697032	942.0739465	0.572794691	0.612660691	0.6597842031	0.7533124868	0.7252402652	20	21	1	1	1	20	21	topic20log.csv	equinox
1	976.2258108	879.348144	1079.86674	958.0697032	942.0739465	0.589981056	0.621467588	0.6597842031	0.7533124868	0.7252402652	24	24	1	1	1	23	24	topic25log.csv	equinox
1	960.009808	873.4299609	1079.86674	958.0697032	942.0739465	0.701662565	0.699691033	0.6597842031	0.7533124868	0.7252402652	26	28	1	1	1	25	29	topic30log.csv	equinox
1	959.9396077	885.5877494	1079.86674	958.0697032	942.0739465	0.638863461	0.623642072	0.6597842031	0.7533124868	0.7252402652	11	27	1	1	1	31	38	topic35log.csv	equinox
1	891.851225	827.3449702	1079.86674	958.0697032	942.0739465	0.680621349	0.675866423	0.6597842031	0.7533124868	0.7252402652	38	39	1	1	1	26	25	topic40log.csv	equinox
1	895.8918599	823.3583281	1079.86674	958.0697032	942.0739465	0.630259718	0.614458286	0.6597842031	0.7533124868	0.7252402652	44	26	1	1	1	22	20	topic45log.csv	equinox
1	929.2163726	843.814659	1079.86674	958.0697032	942.0739465	0.617089626	0.609029538	0.6597842031	0.7533124868	0.7252402652	31	35	1	1	1	21	41	topic50log.csv	equinox
1	908.4817031	808.3859234	1079.86674	958.0697032	942.0739465	0.683425891	0.623960996	0.6597842031	0.7533124868	0.7252402652	53	57	1	1	1	5	12	topic55log.csv	equinox
1	856.6740792	773.0399376	1079.86674	958.0697032	942.0739465	0.654759188	0.617966494	0.6597842031	0.7533124868	0.7252402652	47	52	1	1	1	28	31	topic60log.csv	equinox
1	888.2097455	812.5751686	1079.86674	958.0697032	942.0739465	0.678902964	0.693370532	0.6597842031	0.7533124868	0.7252402652	48	64	1	1	1	27	48	topic65log.csv	equinox
1	902.0410083	816.1709121	1079.86674	958.0697032	942.0739465	0.659042675	0.64730046	0.6597842031	0.7533124868	0.7252402652	70	72	1	1	1	4	15	topic70log.csv	equinox
1	842.1389324	783.4590018	1079.86674	958.0697032	942.0739465	0.619785987	0.6353263	0.6597842031	0.7533124868	0.7252402652	35	43	1	1	1	41	38	topic75log.csv	equinox
1	885.5748849	803.0189675	1079.86674	958.0697032	942.0739465	0.63136147	0.665950661	0.6597842031	0.7533124868	0.7252402652	65	77	1	1	1	22	24	topic80log.csv	equinox
1	884.2142043	758.7998818	1079.86674	958.0697032	942.0739465	0.646894556	0.619641021	0.6597842031	0.7533124868	0.7252402652	35	86	1	1	1	77	20	topic85log.csv	equinox
1	861.5766373	793.1084814	1079.86674	958.0697032	942.0739465	0.662608829	0.666406928	0.6597842031	0.7533124868	0.7252402652	90	93	1	1	1	3	25	topic90log.csv	equinox
1	905.2564912	803.4784477	1079.86674	958.0697032	942.0739465	0.666203976	0.688905591	0.6597842031	0.7533124868	0.7252402652	18	29	1	1	1	34	22	topic95log.csv	equinox
1	849.7796875	734.7998152	1079.86674	958.0697032	942.0739465	0.645763825	0.647967302	0.6597842031	0.7533124868	0.7252402652	57	98	1	1	1	45	59	topic100log.csv	equinox
1	2705.253508	2292.568517	2717.720774	2307.713868	2458.7338	0.344917746	0.464239865	0.4897636966	0.5588579025	0.5558132177	5	2	1	1	1	5	1	topic5log.csv	jdt
1	2597.938878	2258.40925	2717.720774	2307.713868	2458.7338	0.356892659	0.490279605	0.4897636966	0.5588579025	0.5558132177	10	12	1	1	1	10	13	topic10log.csv	jdt
1	2533.837061	2213.751933	2717.720774	2307.713868	2458.7338	0.403238223	0.534127743	0.4897636966	0.5588579025	0.5558132177	15	17	1	1	1	12	14	topic15log.csv	jdt
1	2532.793793	2218.445079	2717.720774	2307.713868	2458.7338	0.494889526	0.55817098	0.4897636966	0.5588579025	0.5558132177	20	17	1	1	1	16	20	topic20log.csv	jdt
1	2522.481854	2236.247708	2717.720774	2307.713868	2458.7338	0.463605501	0.541520451	0.4897636966	0.5588579025	0.5558132177	25	16	1	1	1	23	15	topic25log.csv	jdt
